TransactionID,AccountID,CustomerAge,gender,TransactionAmount,TransactionDate,TransactionType,location,MerchantID,Channel,PreviousTransactionDate,offer_accepted,offer_type_last_given,transaction_category_last
TX001055,AC00151,62,Female,382.07,05-06-2023 17:48,Credit,Bangalore,M091,Branch,04-11-2024 08:08,0,Cashback,Entertainment
TX001056,AC00317,18,Female,13.48,20-09-2023 17:49,Debit,Hyderabad,M094,Online,04-11-2024 08:10,0,Loyalty Points,Shopping
TX001057,AC00348,28,Female,65.32,02-11-2023 16:15,Debit,Kolkata,M094,ATM,04-11-2024 08:11,0,Cashback,Entertainment
TX001058,AC00191,27,Male,83.07,06-01-2023 16:13,Debit,Bangalore,M026,Branch,04-11-2024 08:10,1,Loyalty Points,Entertainment
TX001059,AC00120,77,Female,730.1,25-07-2023 18:04,Credit,Mumbai,M053,Branch,04-11-2024 08:06,1,Freebie,Fuel
TX001060,AC00487,62,Male,85.31,11-12-2023 16:06,Debit,Pune,M019,ATM,04-11-2024 08:08,1,Discount,Shopping
TX001061,AC00173,18,Female,726.61,03-11-2023 16:31,Debit,Kolkata,M081,ATM,04-11-2024 08:10,0,Freebie,Shopping
TX001062,AC00089,45,Male,130.4,03-04-2023 16:31,Debit,Bangalore,M024,Branch,04-11-2024 08:09,1,Freebie,Food
TX001063,AC00456,20,Male,68.1,02-01-2023 16:00,Debit,Mumbai,M089,ATM,04-11-2024 08:10,1,Loyalty Points,Entertainment
TX001064,AC00025,26,Female,65.26,08-12-2023 17:05,Debit,Chennai,M026,Branch,04-11-2024 08:10,1,Cashback,Travel
TX001065,AC00158,63,Male,191.62,28-07-2023 17:19,Debit,Bangalore,M016,Branch,04-11-2024 08:07,0,Discount,Fuel
TX001066,AC00041,39,Female,212.88,19-05-2023 18:44,Debit,Hyderabad,M062,Online,04-11-2024 08:11,0,Discount,Food
TX001067,AC00458,30,Male,88.38,17-01-2023 16:10,Debit,Hyderabad,M026,ATM,04-11-2024 08:08,0,Discount,Fuel
TX001068,AC00248,42,Male,48.77,15-06-2023 17:49,Credit,Hyderabad,M013,Online,04-11-2024 08:08,0,Discount,Travel
TX001069,AC00356,27,Female,289.1,11-07-2023 16:08,Debit,Kolkata,M064,ATM,04-11-2024 08:09,0,Cashback,Food
TX001070,AC00065,26,Male,390.09,09-10-2023 16:52,Debit,Pune,M057,Online,04-11-2024 08:10,1,Discount,Fuel
TX001071,AC00249,37,Male,48.29,25-09-2023 17:58,Debit,Bangalore,M060,Online,04-11-2024 08:07,0,Loyalty Points,Travel
TX001072,AC00497,63,Female,333.83,31-07-2023 17:46,Debit,Chennai,M097,ATM,04-11-2024 08:11,0,Loyalty Points,Healthcare
TX001073,AC00045,67,Male,1074.29,05-01-2023 16:43,Debit,Bangalore,M081,Branch,04-11-2024 08:11,0,Discount,Food
TX001074,AC00442,79,Female,100.27,10-07-2023 17:25,Debit,Pune,M045,Online,04-11-2024 08:10,1,Discount,Travel
TX001075,AC00248,31,Male,44.54,16-10-2023 16:23,Debit,Mumbai,M048,ATM,04-11-2024 08:07,1,Cashback,Food
TX001076,AC00078,52,Male,1156.18,21-09-2023 16:11,Credit,Pune,M054,Online,04-11-2024 08:11,1,Cashback,Shopping
TX001077,AC00345,28,Female,82.17,18-12-2023 18:25,Debit,Hyderabad,M096,Branch,04-11-2024 08:09,0,Discount,Shopping
TX001078,AC00331,19,Male,1045.45,30-10-2023 16:45,Debit,Kolkata,M036,Online,04-11-2024 08:11,0,Cashback,Fuel
TX001079,AC00332,32,Male,447.42,18-12-2023 16:32,Debit,Mumbai,M056,Online,04-11-2024 08:08,1,Freebie,Entertainment
TX001080,AC00448,25,Male,590.26,19-06-2023 16:20,Credit,Kolkata,M089,Branch,04-11-2024 08:08,0,Discount,Healthcare
TX001081,AC00102,71,Male,192.73,16-10-2023 16:51,Debit,Hyderabad,M027,Branch,04-11-2024 08:11,0,Cashback,Entertainment
TX001082,AC00200,26,Female,146.01,25-04-2023 16:28,Debit,Delhi,M017,Online,04-11-2024 08:09,0,Loyalty Points,Travel
TX001083,AC00200,24,Male,136.05,23-01-2023 16:19,Debit,Pune,M068,Online,04-11-2024 08:12,0,Discount,Food
TX001084,AC00086,56,Female,11.57,20-12-2023 16:17,Credit,Pune,M037,Branch,04-11-2024 08:10,1,Discount,Shopping
TX001085,AC00139,51,Female,102.34,18-05-2023 16:19,Debit,Chennai,M076,Online,04-11-2024 08:09,0,Loyalty Points,Entertainment
TX001086,AC00154,36,Male,7.82,09-01-2023 17:56,Debit,Bangalore,M090,ATM,04-11-2024 08:09,0,Loyalty Points,Shopping
TX001087,AC00403,74,Female,79.43,24-07-2023 17:30,Debit,Mumbai,M009,ATM,04-11-2024 08:07,0,Cashback,Healthcare
TX001088,AC00330,58,Male,386.97,31-01-2023 16:51,Debit,Kolkata,M098,Branch,04-11-2024 08:06,0,Loyalty Points,Travel
TX001089,AC00362,23,Other,51.22,29-06-2023 16:11,Debit,Mumbai,M040,Branch,04-11-2024 08:10,0,Freebie,Healthcare
TX001090,AC00423,54,Male,256.05,07-06-2023 16:26,Debit,Chennai,M009,ATM,04-11-2024 08:11,0,Discount,Healthcare
TX001091,AC00286,34,Female,7.79,16-06-2023 17:33,Debit,Chennai,M097,Branch,04-11-2024 08:09,0,Freebie,Travel
TX001092,AC00332,63,Female,233.71,03-10-2023 17:06,Debit,Kolkata,M073,Branch,04-11-2024 08:08,0,Cashback,Food
TX001093,AC00080,55,Male,176.37,16-01-2023 16:38,Debit,Bangalore,M057,Branch,04-11-2024 08:07,0,Loyalty Points,Healthcare
TX001094,AC00150,21,Female,122.63,20-04-2023 18:39,Debit,Kolkata,M029,Branch,04-11-2024 08:10,0,Discount,Entertainment
TX001095,AC00441,75,Female,86.41,27-03-2023 17:54,Debit,Kolkata,M099,ATM,04-11-2024 08:11,0,Loyalty Points,Travel
TX001096,AC00196,54,Male,21.57,26-10-2023 16:11,Debit,Hyderabad,M071,ATM,04-11-2024 08:09,0,Loyalty Points,Travel
TX001097,AC00444,26,Male,82.67,25-08-2023 16:40,Debit,Bangalore,M014,Branch,04-11-2024 08:07,1,Cashback,Shopping
TX001098,AC00295,47,Female,451.35,05-09-2023 18:45,Credit,Pune,M028,Branch,04-11-2024 08:07,0,Cashback,Fuel
TX001099,AC00157,63,Female,299.42,04-12-2023 17:25,Credit,Hyderabad,M005,Branch,04-11-2024 08:09,0,Cashback,Healthcare
TX001100,AC00456,18,Other,543.47,14-08-2023 17:18,Debit,Delhi,M092,ATM,04-11-2024 08:11,0,Cashback,Entertainment
TX001101,AC00271,21,Female,346.76,29-12-2023 16:32,Credit,Bangalore,M055,Branch,04-11-2024 08:09,1,Discount,Food
TX001102,AC00462,24,Female,47.48,20-02-2023 16:47,Debit,Chennai,M027,Branch,04-11-2024 08:08,0,Freebie,Healthcare
TX001103,AC00310,58,Female,64.92,19-05-2023 18:47,Debit,Hyderabad,M082,Branch,04-11-2024 08:11,0,Freebie,Food
TX001104,AC00189,28,Male,350.72,02-08-2023 16:37,Credit,Bangalore,M035,ATM,04-11-2024 08:07,1,Discount,Shopping
TX001105,AC00328,65,Male,3.8,01-08-2023 16:13,Debit,Mumbai,M057,Online,04-11-2024 08:12,1,Loyalty Points,Healthcare
TX001106,AC00057,26,Female,22.54,29-08-2023 16:19,Debit,Kolkata,M044,Online,04-11-2024 08:10,1,Discount,Food
TX001107,AC00360,62,Female,767.14,29-08-2023 16:24,Credit,Delhi,M039,Branch,04-11-2024 08:08,0,Freebie,Healthcare
TX001108,AC00209,35,Male,167.47,01-12-2023 17:45,Debit,Pune,M024,ATM,04-11-2024 08:12,0,Freebie,Travel
TX001109,AC00390,30,Male,43.65,30-10-2023 16:23,Credit,Kolkata,M066,Branch,04-11-2024 08:11,0,Discount,Healthcare
TX001110,AC00061,56,Female,391.08,28-04-2023 17:12,Debit,Mumbai,M029,Online,04-11-2024 08:10,1,Cashback,Entertainment
TX001111,AC00345,44,Female,390.77,30-10-2023 16:02,Debit,Mumbai,M045,Online,04-11-2024 08:09,0,Loyalty Points,Healthcare
TX001112,AC00254,39,Male,508.16,28-03-2023 18:19,Debit,Delhi,M038,ATM,04-11-2024 08:09,0,Discount,Food
TX001113,AC00271,65,Male,36.76,10-04-2023 16:51,Credit,Pune,M053,Online,04-11-2024 08:12,1,Freebie,Entertainment
TX001114,AC00451,27,Male,332.33,20-06-2023 17:05,Debit,Chennai,M039,ATM,04-11-2024 08:11,1,Cashback,Food
TX001115,AC00061,32,Male,362.09,27-02-2023 16:59,Debit,Hyderabad,M093,Branch,04-11-2024 08:07,1,Loyalty Points,Fuel
TX001116,AC00245,30,Male,42.58,06-02-2023 16:32,Debit,Pune,M057,Online,04-11-2024 08:10,1,Freebie,Fuel
TX001117,AC00105,53,Male,122.35,12-04-2023 17:50,Credit,Bangalore,M008,Branch,04-11-2024 08:09,1,Loyalty Points,Entertainment
TX001118,AC00122,28,Female,248.66,03-02-2023 17:46,Debit,Mumbai,M058,Online,04-11-2024 08:11,0,Cashback,Fuel
TX001119,AC00202,54,Male,461.25,28-08-2023 17:32,Credit,Bangalore,M044,Online,04-11-2024 08:09,1,Freebie,Fuel
TX001120,AC00423,56,Female,61.77,28-09-2023 17:06,Debit,Chennai,M082,Branch,04-11-2024 08:11,1,Cashback,Travel
TX001121,AC00362,29,Female,268.92,14-08-2023 16:32,Debit,Bangalore,M022,Branch,04-11-2024 08:06,0,Discount,Food
TX001122,AC00426,24,Male,303.97,02-02-2023 16:55,Debit,Pune,M056,Online,04-11-2024 08:07,0,Discount,Fuel
TX001123,AC00204,54,Female,219.02,01-01-2024 16:30,Credit,Bangalore,M093,Online,04-11-2024 08:09,1,Loyalty Points,Entertainment
TX001124,AC00369,20,Male,125.14,28-08-2023 17:19,Debit,Chennai,M080,Branch,04-11-2024 08:10,0,Cashback,Travel
TX001125,AC00365,53,Female,47.6,23-02-2023 18:42,Debit,Chennai,M026,Online,04-11-2024 08:08,1,Cashback,Fuel
TX001126,AC00063,74,Male,592.82,14-09-2023 17:25,Debit,Chennai,M076,Online,04-11-2024 08:12,0,Loyalty Points,Healthcare
TX001127,AC00455,22,Female,372.5,16-10-2023 18:15,Debit,Pune,M073,ATM,04-11-2024 08:10,0,Loyalty Points,Entertainment
TX001128,AC00415,32,Female,4.72,17-04-2023 16:03,Debit,Chennai,M051,Branch,04-11-2024 08:09,0,Loyalty Points,Food
TX001129,AC00279,42,Male,144.93,16-05-2023 16:32,Debit,Mumbai,M093,Branch,04-11-2024 08:09,0,Discount,Healthcare
TX001130,AC00262,28,Male,316.56,29-08-2023 18:30,Debit,Kolkata,M052,Online,04-11-2024 08:09,0,Loyalty Points,Fuel
TX001131,AC00306,22,Female,9.18,06-07-2023 18:10,Debit,Chennai,M096,Online,04-11-2024 08:09,0,Discount,Entertainment
TX001132,AC00164,25,Female,421.25,05-01-2023 16:13,Debit,Bangalore,M007,Online,04-11-2024 08:07,0,Loyalty Points,Healthcare
TX001133,AC00236,48,Male,185.71,07-08-2023 16:15,Debit,Hyderabad,M084,Branch,04-11-2024 08:09,0,Cashback,Entertainment
TX001134,AC00095,60,Female,1432.02,08-09-2023 17:50,Debit,Bangalore,M081,Branch,04-11-2024 08:09,0,Cashback,Shopping
TX001135,AC00016,45,Male,26.27,17-03-2023 16:22,Credit,Hyderabad,M027,Online,04-11-2024 08:10,0,Loyalty Points,Healthcare
TX001136,AC00386,61,Female,297.03,08-09-2023 17:08,Debit,Bangalore,M041,Online,04-11-2024 08:10,1,Loyalty Points,Entertainment
TX001137,AC00032,53,Male,341.67,06-03-2023 16:45,Debit,Pune,M037,Branch,04-11-2024 08:09,0,Discount,Healthcare
TX001138,AC00152,52,Female,99.52,10-04-2023 17:49,Debit,Bangalore,M083,ATM,04-11-2024 08:11,0,Freebie,Shopping
TX001139,AC00020,28,Male,881.1,13-11-2023 16:46,Debit,Pune,M093,Branch,04-11-2024 08:08,0,Discount,Food
TX001140,AC00360,52,Male,139.69,15-06-2023 17:22,Debit,Pune,M025,Online,04-11-2024 08:07,0,Cashback,Food
TX001141,AC00286,37,Male,42.72,17-08-2023 16:55,Debit,Chennai,M001,ATM,04-11-2024 08:06,0,Loyalty Points,Travel
TX001142,AC00241,31,Male,112.72,27-03-2023 16:34,Debit,Mumbai,M028,Branch,04-11-2024 08:12,0,Cashback,Healthcare
TX001143,AC00331,19,Female,568.88,10-02-2023 16:28,Debit,Hyderabad,M076,Branch,04-11-2024 08:08,1,Freebie,Shopping
TX001144,AC00258,28,Male,189.03,20-04-2023 17:54,Debit,Chennai,M046,ATM,04-11-2024 08:09,1,Discount,Entertainment
TX001145,AC00040,20,Female,199.8,24-07-2023 16:18,Debit,Chennai,M038,ATM,04-11-2024 08:11,1,Cashback,Travel
TX001146,AC00143,68,Male,189.08,13-03-2023 16:13,Debit,Kolkata,M011,Branch,04-11-2024 08:08,0,Discount,Healthcare
TX001147,AC00068,31,Male,958.9,04-07-2023 16:30,Debit,Pune,M097,Branch,04-11-2024 08:06,0,Loyalty Points,Travel
TX001148,AC00052,35,Male,409.59,20-03-2023 16:08,Debit,Pune,M042,Online,04-11-2024 08:11,0,Cashback,Healthcare
TX001149,AC00352,28,Male,349.34,09-01-2023 16:53,Credit,Hyderabad,M047,ATM,04-11-2024 08:10,1,Freebie,Food
TX001150,AC00254,24,Male,283.15,11-08-2023 16:31,Debit,Bangalore,M089,Online,04-11-2024 08:11,1,Discount,Entertainment
TX001151,AC00100,51,Male,151.82,17-07-2023 16:32,Debit,Bangalore,M013,ATM,04-11-2024 08:11,0,Discount,Shopping
TX001152,AC00412,37,Female,438.59,30-10-2023 17:48,Debit,Chennai,M035,Online,04-11-2024 08:09,0,Freebie,Food
TX001153,AC00012,79,Male,590.57,28-06-2023 16:07,Debit,Delhi,M050,ATM,04-11-2024 08:07,0,Cashback,Travel
TX001154,AC00353,63,Female,63.74,12-09-2023 17:50,Debit,Delhi,M092,Online,04-11-2024 08:08,1,Cashback,Fuel
TX001155,AC00445,59,Female,77.02,17-08-2023 16:18,Credit,Bangalore,M053,Online,04-11-2024 08:07,1,Discount,Travel
TX001156,AC00281,47,Male,501.15,21-08-2023 18:07,Debit,Delhi,M088,Branch,04-11-2024 08:11,0,Freebie,Fuel
TX001157,AC00211,64,Male,917.81,30-08-2023 18:38,Debit,Kolkata,M047,ATM,04-11-2024 08:09,1,Discount,Healthcare
TX001158,AC00379,76,Other,8.95,04-10-2023 16:01,Debit,Bangalore,M008,Online,04-11-2024 08:09,0,Discount,Food
TX001159,AC00108,21,Female,173.6,28-11-2023 16:38,Debit,Pune,M043,Online,04-11-2024 08:09,1,Loyalty Points,Healthcare
TX001160,AC00243,53,Female,149.4,02-05-2023 16:30,Debit,Chennai,M039,ATM,04-11-2024 08:10,1,Cashback,Shopping
TX001161,AC00032,53,Male,388.21,19-12-2023 16:39,Credit,Mumbai,M013,Branch,04-11-2024 08:08,1,Cashback,Entertainment
TX001162,AC00460,61,Female,484.3,17-10-2023 17:46,Credit,Chennai,M026,Online,04-11-2024 08:11,0,Loyalty Points,Fuel
TX001163,AC00459,65,Female,126.04,19-06-2023 16:38,Credit,Bangalore,M019,Branch,04-11-2024 08:08,0,Cashback,Entertainment
TX001164,AC00309,50,Female,52.04,27-07-2023 16:28,Credit,Kolkata,M070,Branch,04-11-2024 08:07,0,Cashback,Healthcare
TX001165,AC00109,62,Other,389.7,10-03-2023 16:40,Credit,Bangalore,M030,Branch,04-11-2024 08:10,0,Cashback,Food
TX001166,AC00393,19,Male,161.1,10-04-2023 17:28,Credit,Chennai,M002,ATM,04-11-2024 08:10,1,Freebie,Food
TX001167,AC00175,67,Male,309.77,08-05-2023 16:31,Credit,Kolkata,M010,Online,04-11-2024 08:06,0,Loyalty Points,Healthcare
TX001168,AC00010,41,Female,838.57,26-06-2023 16:08,Debit,Kolkata,M040,ATM,04-11-2024 08:11,0,Discount,Healthcare
TX001169,AC00120,21,Female,202.55,14-11-2023 18:49,Debit,Kolkata,M029,ATM,04-11-2024 08:09,1,Freebie,Food
TX001170,AC00477,41,Male,724.18,06-02-2023 16:07,Debit,Hyderabad,M002,Branch,04-11-2024 08:08,0,Discount,Shopping
TX001171,AC00410,24,Male,124.98,21-02-2023 16:52,Debit,Bangalore,M062,ATM,04-11-2024 08:08,0,Loyalty Points,Fuel
TX001172,AC00044,52,Male,487.32,19-10-2023 18:11,Debit,Delhi,M005,Branch,04-11-2024 08:09,0,Loyalty Points,Entertainment
TX001173,AC00490,46,Male,635.91,28-11-2023 16:55,Credit,Delhi,M074,Branch,04-11-2024 08:10,0,Loyalty Points,Travel
TX001174,AC00342,62,Female,205.65,13-07-2023 16:44,Debit,Bangalore,M080,Branch,04-11-2024 08:09,0,Cashback,Healthcare
TX001175,AC00462,25,Female,39.41,27-11-2023 16:27,Debit,Bangalore,M030,Branch,04-11-2024 08:11,1,Freebie,Healthcare
TX001176,AC00267,35,Male,254,15-05-2023 17:33,Debit,Hyderabad,M098,Branch,04-11-2024 08:08,0,Loyalty Points,Food
TX001177,AC00363,36,Male,436.8,16-11-2023 16:30,Debit,Delhi,M098,Branch,04-11-2024 08:06,1,Discount,Entertainment
TX001178,AC00211,76,Male,224.73,09-02-2023 16:27,Debit,Bangalore,M002,Branch,04-11-2024 08:08,0,Cashback,Entertainment
TX001179,AC00204,65,Male,752.69,29-05-2023 18:55,Credit,Bangalore,M056,ATM,04-11-2024 08:09,0,Cashback,Shopping
TX001180,AC00456,31,Female,78.5,14-02-2023 16:06,Credit,Hyderabad,M007,Branch,04-11-2024 08:11,0,Freebie,Fuel
TX001181,AC00016,53,Other,50,24-02-2023 18:05,Credit,Hyderabad,M018,ATM,04-11-2024 08:11,0,Freebie,Shopping
TX001182,AC00093,18,Female,132.42,24-07-2023 16:22,Debit,Chennai,M069,ATM,04-11-2024 08:11,0,Freebie,Shopping
TX001183,AC00401,76,Male,11.67,13-11-2023 16:30,Debit,Hyderabad,M078,Branch,04-11-2024 08:10,0,Cashback,Entertainment
TX001184,AC00366,61,Female,83.16,16-08-2023 16:11,Debit,Mumbai,M091,ATM,04-11-2024 08:08,0,Loyalty Points,Fuel
TX001185,AC00107,46,Female,149.02,01-09-2023 16:35,Credit,Delhi,M019,Branch,04-11-2024 08:06,0,Discount,Fuel
TX001186,AC00060,59,Female,74.27,13-07-2023 17:17,Credit,Chennai,M090,Online,04-11-2024 08:11,0,Loyalty Points,Fuel
TX001187,AC00384,62,Male,876.57,11-09-2023 16:16,Credit,Mumbai,M056,ATM,04-11-2024 08:06,0,Discount,Food
TX001188,AC00483,42,Male,615.58,25-09-2023 16:40,Debit,Bangalore,M059,ATM,04-11-2024 08:10,1,Loyalty Points,Fuel
TX001189,AC00126,36,Male,643.03,01-08-2023 16:23,Credit,Bangalore,M002,Online,04-11-2024 08:08,1,Freebie,Entertainment
TX001190,AC00437,79,Male,7.95,09-01-2023 16:45,Debit,Chennai,M087,ATM,04-11-2024 08:10,0,Discount,Food
TX001191,AC00382,77,Male,270.92,21-04-2023 17:03,Credit,Hyderabad,M066,Branch,04-11-2024 08:06,0,Cashback,Travel
TX001192,AC00339,24,Male,499.48,17-01-2023 16:57,Debit,Kolkata,M012,ATM,04-11-2024 08:08,1,Discount,Healthcare
TX001193,AC00498,25,Female,841.5,22-05-2023 16:33,Credit,Kolkata,M020,Branch,04-11-2024 08:09,0,Cashback,Shopping
TX001194,AC00178,77,Female,138.82,16-10-2023 16:12,Debit,Bangalore,M030,Online,04-11-2024 08:11,1,Loyalty Points,Fuel
TX001195,AC00201,60,Male,231.46,08-06-2023 16:42,Credit,Kolkata,M047,Branch,04-11-2024 08:08,0,Freebie,Travel
TX001196,AC00124,72,Male,292.08,29-12-2023 18:07,Debit,Pune,M067,ATM,04-11-2024 08:09,1,Discount,Fuel
TX001197,AC00404,54,Female,63.98,30-10-2023 16:01,Debit,Chennai,M026,Online,04-11-2024 08:06,0,Cashback,Shopping
TX001198,AC00347,67,Female,235.21,16-10-2023 16:44,Debit,Mumbai,M007,Branch,04-11-2024 08:10,1,Loyalty Points,Entertainment
TX001199,AC00480,57,Female,201.73,05-09-2023 18:45,Debit,Chennai,M096,Online,04-11-2024 08:12,0,Freebie,Entertainment
TX001200,AC00303,28,Other,161.31,11-09-2023 16:24,Debit,Delhi,M051,ATM,04-11-2024 08:08,0,Freebie,Shopping
TX001201,AC00249,53,Female,18.41,01-12-2023 17:26,Debit,Hyderabad,M072,Branch,04-11-2024 08:11,0,Freebie,Travel
TX001202,AC00263,34,Other,471.75,06-06-2023 18:31,Credit,Hyderabad,M048,Branch,04-11-2024 08:10,0,Loyalty Points,Food
TX001203,AC00108,55,Male,290.02,25-09-2023 17:48,Debit,Chennai,M005,Branch,04-11-2024 08:07,1,Loyalty Points,Healthcare
TX001204,AC00490,27,Male,48.05,18-05-2023 17:34,Debit,Bangalore,M060,Branch,04-11-2024 08:09,0,Loyalty Points,Healthcare
TX001205,AC00411,55,Male,359.42,29-05-2023 16:17,Debit,Bangalore,M089,Branch,04-11-2024 08:06,1,Freebie,Healthcare
TX001206,AC00087,19,Male,32.91,04-05-2023 16:37,Debit,Pune,M036,Online,04-11-2024 08:06,0,Discount,Food
TX001207,AC00196,67,Male,3.8,08-08-2023 16:47,Debit,Pune,M074,Branch,04-11-2024 08:08,1,Cashback,Fuel
TX001208,AC00267,51,Female,31.81,06-04-2023 17:41,Debit,Hyderabad,M033,Online,04-11-2024 08:06,0,Loyalty Points,Shopping
TX001209,AC00267,28,Female,220.2,11-09-2023 16:25,Debit,Pune,M047,Online,04-11-2024 08:11,1,Discount,Shopping
TX001210,AC00125,77,Female,476.03,01-09-2023 16:12,Credit,Mumbai,M003,Branch,04-11-2024 08:09,1,Cashback,Food
TX001211,AC00428,23,Male,141.91,19-01-2023 17:08,Debit,Pune,M051,Branch,04-11-2024 08:09,0,Freebie,Travel
TX001212,AC00477,27,Female,95.83,01-12-2023 16:01,Debit,Mumbai,M070,Online,04-11-2024 08:08,1,Discount,Healthcare
TX001213,AC00417,46,Female,51.15,01-03-2023 17:26,Credit,Pune,M019,Branch,04-11-2024 08:10,1,Freebie,Shopping
TX001214,AC00170,60,Male,1192.2,21-12-2023 16:21,Credit,Hyderabad,M093,Branch,04-11-2024 08:09,0,Cashback,Entertainment
TX001215,AC00147,62,Female,50.75,14-08-2023 18:14,Debit,Hyderabad,M018,ATM,04-11-2024 08:07,0,Loyalty Points,Entertainment
TX001216,AC00097,22,Male,185.07,19-12-2023 16:57,Debit,Mumbai,M062,Branch,04-11-2024 08:07,0,Freebie,Shopping
TX001217,AC00433,40,Male,293.54,16-01-2023 17:26,Debit,Chennai,M026,Online,04-11-2024 08:08,1,Discount,Healthcare
TX001218,AC00381,32,Female,23.38,25-09-2023 18:46,Debit,Hyderabad,M062,Branch,04-11-2024 08:09,0,Loyalty Points,Healthcare
TX001219,AC00398,28,Male,285.26,01-11-2023 16:09,Debit,Chennai,M062,ATM,04-11-2024 08:11,0,Discount,Healthcare
TX001220,AC00029,31,Male,129.48,06-02-2023 16:30,Debit,Bangalore,M001,ATM,04-11-2024 08:10,0,Cashback,Travel
TX001221,AC00291,50,Female,743.03,27-07-2023 16:55,Debit,Mumbai,M050,ATM,04-11-2024 08:09,0,Cashback,Entertainment
TX001222,AC00431,28,Female,297.86,06-02-2023 17:32,Credit,Kolkata,M070,ATM,04-11-2024 08:11,1,Loyalty Points,Travel
TX001223,AC00275,66,Male,231.92,10-07-2023 18:00,Debit,Hyderabad,M049,ATM,04-11-2024 08:11,1,Discount,Food
TX001224,AC00093,47,Male,295.82,14-12-2023 16:15,Credit,Delhi,M041,Branch,04-11-2024 08:07,0,Discount,Fuel
TX001225,AC00442,55,Male,302.86,03-07-2023 18:56,Debit,Bangalore,M081,Online,04-11-2024 08:12,0,Discount,Healthcare
TX001226,AC00465,58,Female,81.08,19-09-2023 16:56,Debit,Chennai,M089,ATM,04-11-2024 08:07,1,Discount,Food
TX001227,AC00158,79,Male,775.6,21-08-2023 17:43,Credit,Hyderabad,M070,Branch,04-11-2024 08:08,0,Cashback,Fuel
TX001228,AC00334,26,Male,178.43,26-12-2023 18:13,Debit,Mumbai,M041,Branch,04-11-2024 08:07,0,Discount,Entertainment
TX001229,AC00093,20,Female,211.91,18-09-2023 16:51,Debit,Kolkata,M075,Online,04-11-2024 08:08,0,Cashback,Fuel
TX001230,AC00229,23,Female,17.21,25-12-2023 17:18,Debit,Pune,M004,Online,04-11-2024 08:06,0,Discount,Fuel
TX001231,AC00373,23,Male,124.22,19-05-2023 17:57,Debit,Kolkata,M013,ATM,04-11-2024 08:08,0,Discount,Shopping
TX001232,AC00328,63,Female,38.37,01-09-2023 16:07,Debit,Delhi,M003,ATM,04-11-2024 08:10,1,Freebie,Fuel
TX001233,AC00160,52,Female,269.79,03-10-2023 16:15,Debit,Chennai,M013,ATM,04-11-2024 08:07,0,Freebie,Shopping
TX001234,AC00014,21,Male,605.42,13-06-2023 16:10,Debit,Bangalore,M085,ATM,04-11-2024 08:09,1,Discount,Fuel
TX001235,AC00090,60,Male,11.19,02-01-2023 17:34,Debit,Kolkata,M090,ATM,04-11-2024 08:12,0,Cashback,Shopping
TX001236,AC00053,58,Female,29.19,25-01-2023 17:39,Credit,Mumbai,M004,Branch,04-11-2024 08:11,0,Discount,Entertainment
TX001237,AC00478,61,Male,701.7,30-06-2023 16:57,Credit,Delhi,M055,Online,04-11-2024 08:09,1,Freebie,Entertainment
TX001238,AC00356,57,Female,862.34,25-05-2023 16:16,Debit,Mumbai,M070,Branch,04-11-2024 08:12,0,Discount,Fuel
TX001239,AC00244,22,Male,410.97,25-09-2023 17:01,Debit,Hyderabad,M026,ATM,04-11-2024 08:11,0,Freebie,Travel
TX001240,AC00103,41,Male,36.97,23-08-2023 17:22,Debit,Pune,M087,Branch,04-11-2024 08:07,0,Discount,Entertainment
TX001241,AC00053,30,Male,137.59,03-01-2023 16:27,Debit,Bangalore,M065,ATM,04-11-2024 08:11,0,Loyalty Points,Food
TX001242,AC00151,51,Male,168.11,19-05-2023 16:44,Credit,Mumbai,M015,Online,04-11-2024 08:06,1,Discount,Food
TX001243,AC00494,24,Male,430.98,10-10-2023 18:14,Debit,Chennai,M058,Branch,04-11-2024 08:11,0,Cashback,Shopping
TX001244,AC00219,24,Male,13.87,11-12-2023 18:32,Debit,Hyderabad,M077,Branch,04-11-2024 08:07,1,Freebie,Travel
TX001245,AC00202,76,Female,642.68,25-05-2023 16:45,Debit,Hyderabad,M060,ATM,04-11-2024 08:10,0,Loyalty Points,Healthcare
TX001246,AC00254,28,Other,175.07,23-11-2023 16:59,Debit,Bangalore,M100,Online,04-11-2024 08:12,0,Freebie,Shopping
TX001247,AC00285,36,Female,302.82,03-11-2023 16:50,Debit,Hyderabad,M020,ATM,04-11-2024 08:07,1,Freebie,Fuel
TX001248,AC00071,67,Female,1647.74,25-12-2023 17:41,Debit,Chennai,M049,ATM,04-11-2024 08:09,1,Cashback,Entertainment
TX001249,AC00073,66,Male,406.81,05-12-2023 16:32,Debit,Mumbai,M016,Online,04-11-2024 08:08,0,Discount,Travel
TX001250,AC00383,53,Other,256.3,05-04-2023 16:21,Debit,Bangalore,M066,Online,04-11-2024 08:06,0,Cashback,Shopping
TX001251,AC00326,19,Male,80.96,27-09-2023 17:47,Credit,Hyderabad,M078,Online,04-11-2024 08:06,0,Discount,Shopping
TX001252,AC00153,22,Female,95.78,23-03-2023 17:09,Debit,Hyderabad,M061,Online,04-11-2024 08:09,0,Loyalty Points,Food
TX001253,AC00460,41,Other,379.54,03-01-2023 17:14,Credit,Chennai,M040,Branch,04-11-2024 08:06,1,Cashback,Fuel
